storm_id,cohort_type,GE_obs,GE_z,GE_abs_z,GE_surr_mu,GE_surr_std,GE_surr_cv,LE_obs,LE_z,LE_abs_z,LE_surr_mu,LE_surr_std,LE_surr_cv,C_orient_obs,C_orient_z,C_orient_abs_z,C_orient_surr_mu,C_orient_surr_std,C_orient_surr_cv,A_radial_obs,A_radial_z,A_radial_abs_z,A_radial_surr_mu,A_radial_surr_std,A_radial_surr_cv,S_orient_obs,S_orient_z,S_orient_abs_z,S_orient_surr_mu,S_orient_surr_std,S_orient_surr_cv
Synthetic_Radial_000,Synthetic_Radial,0.9799125886548231,-9.203493652393746,9.203493652393746,0.9852269324946279,0.0005774267937066565,0.000586085067979218,0.0033254488886333635,6.3876818587333615,6.3876818587333615,0.002785849414446983,8.447500669760934e-05,0.030322890472547496,1.473528660001199e-07,3.0088750920714022,3.0088750920714022,1.4581313632519577e-07,5.107293432955822e-10,0.003502605139439634,0.5995610042788017,6.021063737460582,6.021063737460582,0.11164114044129343,0.08103549224962533,0.7258569012156593,1.8146937317112477,-0.6283307793368056,0.6283307793368056,1.8309508581677765,0.02587351597363989,0.014131190828090962
Synthetic_Radial_001,Synthetic_Radial,0.984475935117831,-1.0354471449180622,1.0354471449180622,0.9848139079544744,0.0003264027886567624,0.000331436006356157,0.002443101084171632,2.132805418539128,2.132805418539128,0.0023350243516229953,5.0673507051505323e-05,0.02170148974873963,1.4397244641380936e-07,0.017350466302042226,0.017350466302042226,1.4396365740691776e-07,5.055573880611111e-10,0.0035116770821893273,0.2730046136418631,3.470750719181514,3.470750719181514,0.07301982461341047,0.05762003820088327,0.7891012955064253,1.8115264214635918,-1.1736447794034939,1.1736447794034939,1.8269613577641381,0.013151284417775497,0.007198446952300639
Synthetic_Radial_002,Synthetic_Radial,0.9812573196737705,-7.7229383517063575,7.7229383517063575,0.9851976450953633,0.0005102106522706216,0.0005178764431787871,0.003131260739577563,5.28255498263458,5.28255498263458,0.002700945502500012,8.145967873681918e-05,0.030159689868329412,1.448864935657346e-07,0.5077708466082869,0.5077708466082869,1.446268122127139e-07,5.104144594068034e-10,0.0035291584073476982,0.5309693383059162,5.20180756909384,5.20180756909384,0.10783059542340467,0.08134455903200988,0.7543736423957428,1.8090967272960734,-0.8971775028094531,0.8971775028094531,1.8310529244110085,0.02447252304620161,0.013365273455468403
Synthetic_Radial_003,Synthetic_Radial,0.9855163351685279,2.618977300710495,2.618977300710495,0.9847468828847475,0.000293798759138774,0.00029834951929760123,0.0023440028558361584,-0.21590266208947664,0.21590266208947664,0.0023552598973645635,5.213942803464423e-05,0.022137441422430116,1.4505119314731325e-07,-3.39426957040525,3.39426957040525,1.468113725107986e-07,5.175738277337792e-10,0.0035254101468574096,0.14940881170809367,1.843488661224431,1.843488661224431,0.06295519160951724,0.046896746324065326,0.7449226207458766,1.8434553943835805,0.7949944145905592,0.7949944145905592,1.8335308462355995,0.012483796068299965,0.006808609789098171
Synthetic_Radial_004,Synthetic_Radial,0.9842840709137403,-1.1486557847600214,1.1486557847600214,0.9845751674763064,0.0002534236672810175,0.0002573939254738097,0.0022870459872421744,2.161907791149725,2.161907791149725,0.002207575414875489,3.67594633453421e-05,0.01665150965216918,1.4580741689779558e-07,0.22556925619913548,0.22556925619913548,1.4568163042080912e-07,5.566401638502397e-10,0.003820909618685262,0.18908576389032475,2.9893242646320086,2.9893242646320086,0.05730703897909033,0.044083114858891805,0.76924433094872,1.8140464001177996,-0.980384581490347,0.980384581490347,1.822666380407208,0.008792447832384599,0.004823947995581848
Synthetic_Radial_005,Synthetic_Radial,0.9851616614811363,-0.6007769452517437,0.6007769452517437,0.9855059998836712,0.0005731551529325559,0.0005815846407831403,0.0029349815304444446,1.8527047145079867,1.8527047145079867,0.0027475456656071923,0.00010116877315461679,0.036821507421765654,1.4709583371112216e-07,1.281355707451796,1.281355707451796,1.4643365530868103e-07,5.157795317023891e-10,0.003522250457824599,0.4365082884795257,3.745132825227342,3.745132825227342,0.11227848699013261,0.0865736454797077,0.77106173942783,1.8212010963402072,-0.5915235627620968,0.5915235627620968,1.836527961510138,0.025910827791493243,0.014108594224818232
Synthetic_Radial_006,Synthetic_Radial,0.9825153421086852,-8.00224341388908,8.00224341388908,0.9845939449546506,0.0002597525131959154,0.00026381689073622685,0.0024698793821607942,6.6268381786106785,6.6268381786106785,0.0022839814839733514,2.8052275693199174e-05,0.012282181741734424,1.4603899223644755e-07,-0.7278780456074533,0.7278780456074533,1.4640970758143692e-07,5.08309694428256e-10,0.0034718068290566983,0.34833861908886915,7.100628394019439,7.100628394019439,0.06017657527416285,0.04058261154045358,0.6743921759403209,1.810502066151828,-1.0853839033408725,1.0853839033408725,1.819805242123188,0.008571322959221072,0.00471002212809108
Synthetic_Radial_007,Synthetic_Radial,0.9810182763595104,-14.411600742762193,14.411600742762193,0.9846780075374933,0.00025394341883980503,0.00025789488228199084,0.0026103384709436645,11.636741195121717,11.636741195121717,0.002308608554805579,2.592907236158469e-05,0.011231472003505962,1.4352292295149174e-07,0.1608355896264031,0.1608355896264031,1.4344087310905248e-07,5.091473040254637e-10,0.00354950261726143,0.39692620444080273,8.468147912210332,8.468147912210332,0.06216392956035948,0.03953193524044107,0.6359304426117514,1.8110331771826371,-0.9743584530033755,0.9743584530033755,1.8205113414911944,0.009727594889095817,0.005343331111094605
Synthetic_Radial_008,Synthetic_Radial,0.9825115937952297,-4.920861203851996,4.920861203851996,0.9853672154221603,0.0005803093206072219,0.0005889269619732694,0.0031657190677952247,3.8602838942735587,3.8602838942735587,0.0027874355714393373,9.799369757668828e-05,0.03515550226365668,1.466122625856331e-07,0.19507200026052807,0.19507200026052807,1.4651508904002357e-07,4.971419449215655e-10,0.0033930877364994503,0.5356565607023505,4.732619296554547,4.732619296554547,0.11310019313976923,0.08928594105709689,0.7894411015370051,1.820251566371844,-0.47202345209076263,0.47202345209076263,1.832691504153709,0.026354490918390035,0.014380211213204427
Synthetic_Radial_009,Synthetic_Radial,0.9824375907129766,-8.147571969618278,8.147571969618278,0.9848374606928898,0.0002945503250188551,0.00029908521636791,0.0026736649631920223,5.883628834563522,5.883628834563522,0.002421908412010765,4.278933161430554e-05,0.017667609305305036,1.4437506584394664e-07,0.7305529121900799,0.7305529121900799,1.440505270758862e-07,4.432371834334544e-10,0.0030769349859092955,0.44564538150036775,6.3120463656639085,6.3120463656639085,0.07953875126358756,0.05800125807408587,0.7292201241775005,1.824384865403643,-0.01730576418599118,0.01730576418599118,1.8246489007792253,0.015257076932708419,0.008361650795495203
Synthetic_Radial_010,Synthetic_Radial,0.9853933825612102,-0.12065839092052073,0.12065839092052073,0.9854630511728247,0.0005774037840413207,0.0005859212918775105,0.00283570115563516,1.6084187192036195,1.6084187192036195,0.0026850466587818563,9.36662160457067e-05,0.03488439044605523,1.4406983427514004e-07,-1.6125859609070532,1.6125859609070532,1.4491500902007776e-07,5.231114368019888e-10,0.003609756025847448,0.39838921484750556,3.594740870931032,3.594740870931032,0.10700105643197784,0.08105957254617463,0.7575586190305311,1.827606080857619,-0.42975555275438493,0.42975555275438493,1.838070900608778,0.024350633013717243,0.013247929122668197
Synthetic_Radial_011,Synthetic_Radial,0.9857824678138445,1.5787160380353498,1.5787160380353498,0.9851688237051139,0.0003886982157446686,0.0003945498541888708,0.0025408398775884824,0.7358657598812448,0.7358657598812448,0.00248599745424714,7.452775437510107e-05,0.02997901474830434,1.4566337128003375e-07,-2.3786055924711396,2.3786055924711396,1.4686732663574328e-07,5.051601467348549e-10,0.0034395445111030103,0.22590988078316945,2.4478793597697472,2.4478793597697472,0.08010275674223072,0.059564669090639254,0.7436032355487304,1.7933900886475775,-2.3229342395618744,2.3229342395618744,1.8333249285697784,0.017191549911206243,0.00937725203169981
Synthetic_Radial_012,Synthetic_Radial,0.9846512058170858,0.6679752065795586,0.6679752065795586,0.9845063310771206,0.00021688640217506545,0.00022029965204749456,0.0022018975161810428,0.9477817834697914,0.9477817834697914,0.00217066817600996,3.294992557144514e-05,0.01517962345439312,1.459734911854543e-07,1.5279892298465185,1.5279892298465185,1.4519058109152134e-07,5.113793274456582e-10,0.003522100411065231,0.1571334183249423,2.623117689675038,2.623117689675038,0.05480533008204752,0.03901010185057631,0.7117939403241179,1.8168760797704793,-0.8837388439765156,0.8837388439765156,1.823435171382289,0.0074219795312066615,0.004070328162846733
Synthetic_Radial_013,Synthetic_Radial,0.9861448878920926,1.106829390012849,1.106829390012849,0.9854701963901072,0.0006095713639034657,0.0006185589032887838,0.0027527353840441486,0.12956164445311408,0.12956164445311408,0.002740910800010717,9.1266083830458e-05,0.033297721252659306,1.4282676729251623e-07,-9.285649000695564,9.285649000695564,1.4717942545183594e-07,4.677510974185722e-10,0.003178079530498717,0.27821720372704817,2.4485921248899176,2.4485921248899176,0.0968396726479143,0.07407421155732073,0.7649159639962001,1.848443835719661,0.1936418387991996,0.1936418387991996,1.8437960121003336,0.024002166308457112,0.0130177992310019
